gene_id	gene_label	case_mean	control_mean	log2_fold_change	p_value	adjusted_p_value	neg_log10_adjusted_p	classification
105372891	LINC02769 [105372891]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372892	LOC105372892 [105372892]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372893	LINC01717 [105372893]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985255	LOC107985255 [107985255]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372894	LINC01774 [105372894]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372895	LOC105372895 [105372895]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372896	LOC105372896 [105372896]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372897	LINC01696 [105372897]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
101929476	LINC01698 [101929476]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
642587	MIR205HG [642587]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
406988	MIR205 [406988]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372898	LOC105372898 [105372898]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372899	LOC105372899 [105372899]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985256	LOC107985256 [107985256]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
57172	CAMK1G [57172]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985257	LINC02602 [107985257]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
3756	KCNH1 [3756]	0.333333	0.333333	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372901	LOC105372901 [105372901]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100874296	KCNH1-IT1 [100874296]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985258	LOC107985258 [107985258]	2.333333	2.333333	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985261	LOC107985261 [107985261]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985260	LOC107985260 [107985260]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372904	LOC105372904 [105372904]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
102723727	LPGAT1-AS1 [102723727]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100422947	MIR3122 [100422947]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985262	LOC107985262 [107985262]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372906	LOC105372906 [105372906]	3.333333	3.333333	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372907	LINC02771 [105372907]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372908	LOC105372908 [105372908]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100505832	PROX1-AS1 [100505832]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100861504	LINC00538 [100861504]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372911	LINC02775 [105372911]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372916	LOC105372916 [105372916]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
102723833	USH2A-AS2 [102723833]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372918	USH2A-AS1 [105372918]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985596	LOC107985596 [107985596]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985461	LOC107985461 [107985461]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372920	LOC105372920 [105372920]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100885798	LINC00210 [100885798]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372922	LOC105372922 [105372922]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
101929631	LINC01653 [101929631]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372923	LOC105372923 [105372923]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985272	LOC107985272 [107985272]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372926	LOC105372926 [105372926]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
55532	SLC30A10 [55532]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985281	LOC107985281 [107985281]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372929	LINC02779 [105372929]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372928	LOC105372928 [105372928]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
4139	MARK1 [4139]	0.333333	0.333333	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372930	LOC105372930 [105372930]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372934	LOC105372934 [105372934]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985462	LOC107985462 [107985462]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372937	LOC105372937 [105372937]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
101929771	LINC01655 [101929771]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372950	LINC02257 [105372950]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
110806276	LINC02474 [110806276]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100189378	TRT-TGT2-1 [100189378]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105372984	LOC105372984 [105372984]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
102724046	LOC102724046 [102724046]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985323	LOC107985323 [107985323]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
55061	SUSD4 [55061]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373025	LOC105373025 [105373025]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
164127	CCDC185 [164127]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373034	LOC105373034 [105373034]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
388743	CAPN8 [388743]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100616468	MIR4742 [100616468]	1.666667	1.666667	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
102723817	CNIH3-AS2 [102723817]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373106	CNIH3-AS1 [105373106]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373108	LOC105373108 [105373108]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373109	LOC105373109 [105373109]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
101927247	LOC101927247 [101927247]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373115	LOC105373115 [105373115]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373116	LOC105373116 [105373116]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100506443	ITPKB-IT1 [100506443]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373117	LOC105373117 [105373117]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985463	LINC01641 [107985463]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
401983	ZNF847P [401983]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
339501	PRSS38 [339501]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100616308	MIR4666A [100616308]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100129094	BTNL10P [100129094]	1.333333	1.333333	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169751	RNA5S1 [100169751]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169753	RNA5S2 [100169753]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169754	RNA5S3 [100169754]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169755	RNA5S4 [100169755]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169756	RNA5S5 [100169756]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169757	RNA5S6 [100169757]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169758	RNA5S7 [100169758]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169759	RNA5S8 [100169759]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169761	RNA5S10 [100169761]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169762	RNA5S11 [100169762]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169763	RNA5S12 [100169763]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169764	RNA5S13 [100169764]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169765	RNA5S14 [100169765]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169766	RNA5S15 [100169766]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169767	RNA5S16 [100169767]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100169768	RNA5S17 [100169768]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373143	LOC105373143 [105373143]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373158	LINC02815 [105373158]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
112267873	LINC02814 [112267873]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373161	LOC105373161 [105373161]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985464	LOC107985464 [107985464]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373162	LOC105373162 [105373162]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
101927504	LINC01682 [101927504]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373163	LOC105373163 [105373163]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
101927532	LINC01736 [101927532]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373164	LOC105373164 [105373164]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373165	LOC105373165 [105373165]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985357	LOC107985357 [107985357]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
101927553	LINC01737 [101927553]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
183	AGT [183]	3.333333	3.333333	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373166	LOC105373166 [105373166]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373167	LOC105373167 [105373167]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
149373	TRIM67-AS1 [149373]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
645339	SNRPD2P2 [645339]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100287814	LINC00582 [100287814]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373170	LOC105373170 [105373170]	0.666667	0.666667	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
101929902	LOC101929902 [101929902]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373196	LOC105373196 [105373196]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373198	LOC105373198 [105373198]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373199	LINC01745 [105373199]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
101927683	LINC01744 [101927683]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107983960	LOC107983960 [107983960]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100616390	MIR4427 [100616390]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985362	LOC107985362 [107985362]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985363	LOC107985363 [107985363]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
102724100	SLC35F3-AS1 [102724100]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373206	LOC105373206 [105373206]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100616380	MIR4671 [100616380]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985465	LOC107985465 [107985465]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
101927787	LOC101927787 [101927787]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373209	LOC105373209 [105373209]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373208	LOC105373208 [105373208]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373210	LOC105373210 [105373210]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985364	LOC107985364 [107985364]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100130249	LINC02961 [100130249]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985366	LOC107985366 [107985366]	0.333333	0.333333	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985746	LOC107985746 [107985746]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100302139	MIR1537 [100302139]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373212	LINC02768 [105373212]	3.000000	3.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
645745	MT1HL1 [645745]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100616141	MIR4428 [100616141]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
57829	ZP4 [57829]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
339535	LINC01139 [339535]	120.000000	120.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373222	LOC105373222 [105373222]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373223	LOC105373223 [105373223]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373225	LOC105373225 [105373225]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100506915	CHRM3-AS2 [100506915]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100873984	CHRM3-AS1 [100873984]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373224	LOC105373224 [105373224]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
645884	RPS7P5 [645884]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100506929	LOC100506929 [100506929]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100422856	MIR3123 [100422856]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373233	LOC105373233 [105373233]	0.666667	0.666667	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
128025	WDR64 [128025]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373231	LOC105373231 [105373231]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
441925	BECN2 [441925]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
200150	PLD5 [200150]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373235	LOC105373235 [105373235]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373234	LOC105373234 [105373234]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985466	LOC107985466 [107985466]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373258	LOC105373258 [105373258]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
440742	LOC440742 [440742]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
112268257	LOC112268257 [112268257]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373261	LOC105373261 [105373261]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373260	LOC105373260 [105373260]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373262	LOC105373262 [105373262]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985372	LOC107985372 [107985372]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
111216275	KIF26B-AS1 [111216275]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985599	LOC107985599 [107985599]	2.666667	2.666667	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985726	LOC107985726 [107985726]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
255654	LINC01743 [255654]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
388759	LINC02897 [388759]	5.000000	5.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
112268259	LOC112268259 [112268259]	89.000000	89.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
127623	OR2B11 [127623]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
441932	OR2W5P [441932]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
148824	GCSAML-AS1 [148824]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
81472	OR2C3 [81472]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
102724446	LOC102724446 [102724446]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
81470	OR2G2 [81470]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
81469	OR2G3 [81469]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
441933	OR13G1 [441933]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
343169	OR6F1 [343169]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
388761	OR14A2 [388761]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
26188	OR1C1 [26188]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
284532	OR14A16 [284532]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
391189	OR11L1 [391189]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
127608	OR2AJ1 [127608]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
284521	OR2L13 [284521]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
391190	OR2L8 [391190]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
391191	OR2AK2 [391191]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
26247	OR2L1P [26247]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
81466	OR2L5 [81466]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
26246	OR2L2 [26246]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373275	LOC105373275 [105373275]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
391192	OR2L3 [391192]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
388762	OR2M1P [388762]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
127059	OR2M5 [127059]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
391194	OR2M2 [391194]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
127062	OR2M3 [127062]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
26245	OR2M4 [26245]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
391195	OR2T33 [391195]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
127064	OR2T12 [127064]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
391196	OR2M7 [391196]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
127066	OR14C36 [127066]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
127074	OR2T4 [127074]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
254879	OR2T6 [254879]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
26696	OR2T1 [26696]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
81458	OR2T7 [81458]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
401992	OR2T2 [401992]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373279	LOC105373279 [105373279]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
343173	OR2T3 [343173]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373277	LOC105373277 [105373277]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
401993	OR2T5 [401993]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
391211	OR2G6 [391211]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
343563	OR2T29 [343563]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
127068	OR2T34 [127068]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
127069	OR2T10 [127069]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
127077	OR2T11 [127077]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
403244	OR2T35 [403244]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
403239	OR2T27 [403239]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
401994	OR14I1 [401994]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
101928226	LYPD9P [101928226]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
646627	LYPD8 [646627]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107985747	LOC107985747 [107985747]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100189199	TRL-CAA4-1 [100189199]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100189409	TRE-CTC2-1 [100189409]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107987362	LOC107987362 [107987362]	0.666667	0.666667	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107987364	LOC107987364 [107987364]	2.000000	2.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
440570	LOC440570 [440570]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
107987368	TRNAE-UUC [107987368]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
642273	FAM110C [642273]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373324	LOC105373324 [105373324]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373351	LOC105373351 [105373351]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
727944	LINC01874 [727944]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
100996637	LOC100996637 [100996637]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
101927362	LINC01875 [101927362]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373479	LOC105373479 [105373479]	0.666667	0.666667	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373358	LOC105373358 [105373358]	0.000000	0.000000	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
105373392	LOC105373392 [105373392]	0.666667	0.666667	0.000000	1.000000e+00	1.000000e+00	-0.000000	Not significant
